"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH"
dbo,KTX_NguoiONoiTru,SoCMND,nvarchar,20
dbo,KTX_NguoiONoiTru,IDDanToc,int,
dbo,KTX_NguoiONoiTru,IDTonGiao,int,
dbo,KTX_NguoiONoiTru,IDQuocTich,int,
dbo,KTX_NguoiONoiTru,IDDoiTuongUuTien,int,
dbo,KTX_NguoiONoiTru,IDLoaiXe,int,
dbo,KTX_NguoiONoiTru,SoXe,varchar,50
dbo,KTX_NguoiONoiTru,DiaChiThuongTru,nvarchar,500
dbo,KTX_NguoiONoiTru,DiaChiLienLac,nvarchar,500
dbo,KTX_NguoiONoiTru,SoDienThoai,varchar,50
dbo,KTX_NguoiONoiTru,TrangThai,int,
dbo,KTX_NguoiONoiTru,NoiCongTac,nvarchar,200
dbo,KTX_NguoiONoiTru,KhoaHoc,nvarchar,100
dbo,KTX_NguoiONoiTru,GhiChu,nvarchar,200
dbo,KTX_NguoiONoiTru,IDNguoiDongBo,int,
dbo,KTX_NguoiONoiTru,NgayDongBo,datetime,
dbo,KTX_NguoiONoiTru,NguoiTao,int,
dbo,KTX_NguoiONoiTru,NgayTao,datetime,
dbo,KTX_NguoiONoiTru,NguoiCapNhat,int,
dbo,KTX_NguoiONoiTru,NgayCapNhat,datetime,
dbo,KTX_NguoiONoiTru,NgayKyHD,datetime,
dbo,KTX_NguoiONoiTru,NgayThanhLyHD,datetime,
dbo,KTX_NguoiONoiTru,SoLanIn,int,
dbo,KTX_NguoiONoiTru,NgayIn,datetime,
dbo,KTX_NguoiONoiTru,NguyenQuan,nvarchar,200
dbo,KTX_NguoiONoiTru,HKTT_IDTinh,int,
dbo,KTX_NguoiONoiTru,HKTT_IDPhuongXa,int,
dbo,KTX_NguoiONoiTru,HKTT_SoNha,nvarchar,500
dbo,KTX_NguoiONoiTru,HKTT_IDQuanHuyen,int,
dbo,KTX_NguoiONoiTru,HKTTPhuong,nvarchar,200
dbo,KTX_NguoiONoiTru,HKTTQuan,nvarchar,200
dbo,KTX_NguoiONoiTru,HKTTTinh,nvarchar,200
dbo,KTX_NguoiONoiTru,Email,nvarchar,200
dbo,KTX_NguoiONoiTru,UrlFileHinhAnh,nvarchar,500
dbo,KTX_NK_DangKyMienGiamTheoSoLuong,Id,int,
dbo,KTX_NK_DangKyMienGiamTheoSoLuong,IDMienGiam,int,
dbo,KTX_NK_DangKyMienGiamTheoSoLuong,IDDangKy,int,
dbo,KTX_NK_DangKyMienGiamTheoSoLuong,NguoiTao,int,
dbo,KTX_NK_DangKyMienGiamTheoSoLuong,NgayTao,datetime,
dbo,KTX_NK_DangKyMienGiamTheoSoLuong,NguoiCapNhat,int,
dbo,KTX_NK_DangKyMienGiamTheoSoLuong,NgayCapNhat,datetime,
dbo,KTX_NK_DangKyMienGiamTheoSoLuong,IsDeleted,bit,
dbo,KTX_NK_DienBienKhauTru,Id,int,
dbo,KTX_NK_DienBienKhauTru,IDCongNo,int,
dbo,KTX_NK_DienBienKhauTru,IDChiTietSoThu,int,
dbo,KTX_NK_DienBienKhauTru,KhauTru,decimal,
dbo,KTX_NK_DienBienKhauTru,NguoiTao,int,
dbo,KTX_NK_DienBienKhauTru,NgayTao,datetime,
dbo,KTX_NK_DienBienKhauTru,NguoiCapNhat,int,
dbo,KTX_NK_DienBienKhauTru,NgayCapNhat,datetime,
dbo,KTX_NK_DienBienKhauTru,IDCongNoDienNuoc,int,
dbo,KTX_NK_QuetTheRaVao,Id,int,
dbo,KTX_NK_QuetTheRaVao,IDNguoiONoiTru,int,
dbo,KTX_NK_QuetTheRaVao,TenThietBi,nvarchar,200
dbo,KTX_NK_QuetTheRaVao,ThoiGianQuet,datetime,
dbo,KTX_NK_QuetTheRaVao,IsMaThe,bit,
dbo,KTX_NK_QuetTheRaVao,GhiChu,nvarchar,200
dbo,KTX_Phong_ThietBi,Id,int,
dbo,KTX_Phong_ThietBi,IDPhong,int,
dbo,KTX_Phong_ThietBi,IDThietBi,int,
dbo,KTX_Phong_ThietBi,ChiSoBanDau,int,
dbo,KTX_Phong_ThietBi,IsSuDung,bit,
dbo,KTX_Phong_ThietBi,GhiChu,nvarchar,200
dbo,KTX_Phong_ThietBi,NguoiTao,int,
dbo,KTX_Phong_ThietBi,NgayTao,datetime,
dbo,KTX_Phong_ThietBi,NguoiCapNhat,int,
dbo,KTX_Phong_ThietBi,NgayCapNhat,datetime,
dbo,KTX_RenLuyenCaNhan,Id,int,
dbo,KTX_RenLuyenCaNhan,IDDot,int,
dbo,KTX_RenLuyenCaNhan,IDPhong,int,
dbo,KTX_RenLuyenCaNhan,IDNguoiNoiTru,int,
dbo,KTX_RenLuyenCaNhan,IDXepLoai,int,
dbo,KTX_RenLuyenCaNhan,SoDiemTapThe,int,
dbo,KTX_RenLuyenCaNhan,SoDiemCaNhan,int,
dbo,KTX_RenLuyenCaNhan,DiemTB,decimal,
dbo,KTX_RenLuyenCaNhan,XepLoai,nvarchar,50
dbo,KTX_RenLuyenCaNhan,GhiChu,nvarchar,200
dbo,KTX_RenLuyenCaNhan,NguoiTao,int,
dbo,KTX_RenLuyenCaNhan,NgayTao,datetime,
dbo,KTX_RenLuyenCaNhan,NguoiCapNhat,int,
dbo,KTX_RenLuyenCaNhan,NgayCapNhat,datetime,
dbo,KTX_RenLuyenTapThe,Id,int,
dbo,KTX_RenLuyenTapThe,IDDot,int,
dbo,KTX_RenLuyenTapThe,IDPhong,int,
dbo,KTX_RenLuyenTapThe,IDXepLoai,int,
dbo,KTX_RenLuyenTapThe,SoDiem,int,
dbo,KTX_RenLuyenTapThe,XepLoai,nvarchar,50
dbo,KTX_RenLuyenTapThe,GhiChu,nvarchar,200
dbo,KTX_RenLuyenTapThe,NguoiTao,int,
