"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH"
dbo,DT_KhenThuongSinhVien,IDQuyetDinh,int,
dbo,DT_KhenThuongSinhVien,NgayRaQD,datetime,
dbo,DT_KhoaDiem,Id,int,
dbo,DT_KhoaDiem,IDLopHocPhan,int,
dbo,DT_KhoaDiem,DaKhoaDiemQuaTrinh,bit,
dbo,DT_KhoaDiem,DaKhoaDiemKetThuc,bit,
dbo,DT_KhoaDiem,NguoiTao,int,
dbo,DT_KhoaDiem,NgayTao,datetime,
dbo,DT_KhoaDiem,NguoiCapNhat,int,
dbo,DT_KhoaDiem,NgayCapNhat,datetime,
dbo,DT_KhoaDiem,IsXacNhan,bit,
dbo,DT_KhoaDiem,Nhom,tinyint,
dbo,DT_KhoaDiem,IsKhoaTH,bit,
dbo,DT_KhoaDiem,IsKhoaTL,bit,
dbo,DT_KhoaDiem,IsCongBo,bit,
dbo,DT_KhoaDiemDanhLichHoc,Id,int,
dbo,DT_KhoaDiemDanhLichHoc,IDLichHoc,int,
dbo,DT_KhoaDiemDanhLichHoc,IsKhoaDiemDanh,bit,
dbo,DT_KhoaDiemDanhLichHoc,History,xml,-1
dbo,DT_KhoaDiemDanhLichHoc,NguoiTao,int,
dbo,DT_KhoaDiemDanhLichHoc,NgayTao,datetime,
dbo,DT_KhoaDiemDanhLichHoc,NguoiCapNhat,int,
dbo,DT_KhoaDiemDanhLichHoc,NgayCapNhat,datetime,
dbo,DT_KhoaDiemHanhKiem,Id,int,
dbo,DT_KhoaDiemHanhKiem,IDLopHoc,int,
dbo,DT_KhoaDiemHanhKiem,IDDot,int,
dbo,DT_KhoaDiemHanhKiem,IsDaKhoa,bit,
dbo,DT_KhoaDiemHanhKiem,NguoiTao,int,
dbo,DT_KhoaDiemHanhKiem,NgayTao,datetime,
dbo,DT_KhoaDiemHanhKiem,NguoiCapNhat,int,
dbo,DT_KhoaDiemHanhKiem,NgayCapNhat,datetime,
dbo,DT_KhoaDiemHanhKiem,T1TuNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,T1DenNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,T1Thang,int,
dbo,DT_KhoaDiemHanhKiem,T1Nam,int,
dbo,DT_KhoaDiemHanhKiem,T1Khoa,bit,
dbo,DT_KhoaDiemHanhKiem,T2TuNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,T2DenNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,T2Thang,int,
dbo,DT_KhoaDiemHanhKiem,T2Nam,int,
dbo,DT_KhoaDiemHanhKiem,T2Khoa,bit,
dbo,DT_KhoaDiemHanhKiem,T3TuNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,T3DenNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,T3Thang,int,
dbo,DT_KhoaDiemHanhKiem,T3Nam,int,
dbo,DT_KhoaDiemHanhKiem,T3Khoa,bit,
dbo,DT_KhoaDiemHanhKiem,T4TuNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,T4DenNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,T4Thang,int,
dbo,DT_KhoaDiemHanhKiem,T4Nam,int,
dbo,DT_KhoaDiemHanhKiem,T4Khoa,bit,
dbo,DT_KhoaDiemHanhKiem,T5TuNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,T5DenNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,T5Thang,int,
dbo,DT_KhoaDiemHanhKiem,T5Nam,int,
dbo,DT_KhoaDiemHanhKiem,T5Khoa,bit,
dbo,DT_KhoaDiemHanhKiem,TuNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,DenNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,T6TuNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,T6DenNgay,datetime,
dbo,DT_KhoaDiemHanhKiem,T6Thang,int,
dbo,DT_KhoaDiemHanhKiem,T6Nam,int,
dbo,DT_KhoaDiemHanhKiem,T6Khoa,bit,
dbo,DT_KhoiLuongCoVanHocTap,Id,int,
dbo,DT_KhoiLuongCoVanHocTap,IDNamHoc,int,
dbo,DT_KhoiLuongCoVanHocTap,IDNhanSu,int,
dbo,DT_KhoiLuongCoVanHocTap,IDChucVuCoVan,int,
dbo,DT_KhoiLuongCoVanHocTap,HDCoVanDot1,decimal,
dbo,DT_KhoiLuongCoVanHocTap,HDCoVanDot2,decimal,
dbo,DT_KhoiLuongCoVanHocTap,HDCoVanDot3,decimal,
dbo,DT_KhoiLuongCoVanHocTap,HDCoVanDot4,decimal,
dbo,DT_KhoiLuongCoVanHocTap,HDCoVanDot5,decimal,
dbo,DT_KhoiLuongCoVanHocTap,LopDaoTaoDot1,decimal,
dbo,DT_KhoiLuongCoVanHocTap,LopDaoTaoDot2,decimal,
dbo,DT_KhoiLuongCoVanHocTap,LopDaoTaoDot3,decimal,
dbo,DT_KhoiLuongCoVanHocTap,LopDaoTaoDot4,decimal,
dbo,DT_KhoiLuongCoVanHocTap,LopDaoTaoDot5,decimal,
dbo,DT_KhoiLuongCoVanHocTap,DonGia,decimal,
dbo,DT_KhoiLuongCoVanHocTap,ThanhTien,decimal,
dbo,DT_KhoiLuongCoVanHocTap,GhiChu,nvarchar,200
dbo,DT_KhoiLuongCoVanHocTap,NguoiTao,int,
dbo,DT_KhoiLuongCoVanHocTap,NgayTao,datetime,
dbo,DT_KhoiLuongCoVanHocTap,NguoiCapNhat,int,
dbo,DT_KhoiLuongCoVanHocTap,NgayCapNhat,datetime,
dbo,DT_KhungHocKy,Id,int,
dbo,DT_KhungHocKy,IDChuongTrinhKhung,int,
dbo,DT_KhungHocKy,NamHoc,int,
dbo,DT_KhungHocKy,HocKy,tinyint,
dbo,DT_KhungHocKy,SoTCBatBuoc,int,
dbo,DT_KhungHocKy,SoTCTuChon,int,
dbo,DT_KhungHocKy,GhiChu,nvarchar,200
dbo,DT_KhungHocKy,NguoiTao,int,
dbo,DT_KhungHocKy,NgayTao,datetime,
dbo,DT_KhungHocKy,NguoiCapNhat,int,
dbo,DT_KhungHocKy,NgayCapNhat,datetime,
dbo,DT_KhungHocKy,IDDot,int,
dbo,DT_KhungHocKy,ThuTuHocKy,int,
dbo,DT_KhungHocKy,SoTCBatBuoc_Le,decimal,
dbo,DT_KhungHocKy,SoTCTuChon_Le,decimal,
dbo,DT_KhungHocKy,IsDelete,bit,
dbo,DT_KhungHocKy,NgayXoa,datetime,
dbo,DT_KhungHocKy,NguoiXoa,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,Id,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,IDLopHocPhan,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,Nhom,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,TrangThaiNopDiemThuongKy,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,NgayNopDiemThuongKy,datetime,
dbo,DT_KiemDuyetBangDiemLopHocPhan,IDNguoiNopDiemThuongKy,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,TrangThaiDuyetDiemThuongKy,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,IDNguoiDuyetDiemThuongKy,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,NgayDuyetDiemThuongKy,datetime,
dbo,DT_KiemDuyetBangDiemLopHocPhan,TrangThaiNopDiemCuoiKy,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,NgayNopDiemCuoiKy,datetime,
dbo,DT_KiemDuyetBangDiemLopHocPhan,IDNguoiNopDiemCuoiKy,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,TrangThaiDuyetDiemCuoiKy,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,IDNguoiDuyetDiemCuoiKy,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,NgayDuyetDiemCuoiKy,datetime,
dbo,DT_KiemDuyetBangDiemLopHocPhan,TrangThaiNopBanCung,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,IDNguoiNhanBanCung,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,NgayNopBanCung,datetime,
dbo,DT_KiemDuyetBangDiemLopHocPhan,GhiChuNopDiemThuongKy,nvarchar,500
dbo,DT_KiemDuyetBangDiemLopHocPhan,GhiChuDuyetDiemThuongKy,nvarchar,500
dbo,DT_KiemDuyetBangDiemLopHocPhan,GhiChuNopDiemCuoiKy,nvarchar,500
dbo,DT_KiemDuyetBangDiemLopHocPhan,GhiChuDuyetDiemCuoiKy,nvarchar,500
dbo,DT_KiemDuyetBangDiemLopHocPhan,GhiChuNopBanCung,nvarchar,-1
dbo,DT_KiemDuyetBangDiemLopHocPhan,NguoiTao,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,NgayTao,datetime,
dbo,DT_KiemDuyetBangDiemLopHocPhan,NguoiCapNhat,int,
dbo,DT_KiemDuyetBangDiemLopHocPhan,NgayCapNhat,datetime,
dbo,DT_KiemDuyetBangDiemLopHocPhan,MD5Code,char,32
dbo,DT_KiemDuyetBangDiemLopHocPhan,CheckSumValue,nvarchar,-1
dbo,DT_KiemTraBaiCu,Id,int,
dbo,DT_KiemTraBaiCu,IDSinhVien,int,
dbo,DT_KiemTraBaiCu,IDLopHocPhan,int,
dbo,DT_KiemTraBaiCu,IDLichHoc,int,
dbo,DT_KiemTraBaiCu,NgayKiemTra,datetime,
dbo,DT_KiemTraBaiCu,Diem,decimal,
dbo,DT_KiemTraBaiCu,NhanXet,nvarchar,500
dbo,DT_KiemTraBaiCu,IsDat,bit,
dbo,DT_KiemTraBaiCu,GhiChu,nvarchar,200
dbo,DT_KiemTraBaiCu,NgayTao,datetime,
dbo,DT_KiemTraBaiCu,NguoiTao,int,
dbo,DT_KiemTraBaiCu,NgayCapNhat,datetime,
dbo,DT_KiemTraBaiCu,NguoiCapNhat,int,
dbo,DT_KieuDonTuiDanhPhach,Id,int,
dbo,DT_KieuDonTuiDanhPhach,IDDot,int,
dbo,DT_KieuDonTuiDanhPhach,IDCoSo,int,
dbo,DT_KieuDonTuiDanhPhach,MaHocPhan,nvarchar,50
dbo,DT_KieuDonTuiDanhPhach,LoaiThi,int,
dbo,DT_KieuDonTuiDanhPhach,LanThi,int,
dbo,DT_KieuDonTuiDanhPhach,KieuDonTui,int,
dbo,DT_KieuDonTuiDanhPhach,IsMoiPhongMotTui,bit,
dbo,DT_KieuDonTuiDanhPhach,SoBaiThiMotTui,int,
dbo,DT_KieuDonTuiDanhPhach,SoPhongMotNhom,int,
dbo,DT_KieuDonTuiDanhPhach,TuPhach,int,
dbo,DT_KieuDonTuiDanhPhach,DenPhach,int,
dbo,DT_KieuDonTuiDanhPhach,IsDanhPhachNgauNhien,bit,
dbo,DT_KieuDonTuiDanhPhach,IsDanhPhachThuTuTheoPhong,bit,
dbo,DT_KieuDonTuiDanhPhach,IDLichThi,int,
dbo,DT_KieuDonTuiDanhPhach,IsDanhPhachThuTuTheoTui,bit,
dbo,DT_KieuDonTuiDanhPhach,TuiBatDau,int,
dbo,DT_KieuDonTuiDanhPhach,IsDanhPhachPhanNhom,bit,
dbo,DT_KieuDonTuiDanhPhach,SoBaiTrongPhong,int,
dbo,DT_KieuDonTuiDanhPhach,SoBaiDanhSach,int,
dbo,DT_KieuDonTuiDanhPhach,IsLock,bit,
dbo,DT_KieuDonTuiDanhPhach,NguoiTao,int,
dbo,DT_KieuDonTuiDanhPhach,NgayTao,datetime,
dbo,DT_KieuDonTuiDanhPhach,NguoiCapNhat,int,
dbo,DT_KieuDonTuiDanhPhach,NgayCapNhat,datetime,
dbo,DT_KieuDonTuiDanhPhach,IDLichThiList,varchar,2000
dbo,DT_KieuDonTuiDanhPhach,SoDaoDoan,int,
dbo,DT_KieuDonTuiDanhPhach,IDDotThi,int,
dbo,DT_KieuDonTuiDanhPhach,MaMonHoc,nvarchar,50
dbo,DT_KieuDonTuiDanhPhach,IDDMKieuDonTui,int,
dbo,DT_KieuDonTuiDanhPhach,NhomCaThi,int,
dbo,DT_KieuDonTuiDanhPhach,IDQuyUocCotDiemThi,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,Id,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,IDDotXetTotNghiep,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,IDMonHoc,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,LanThi,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,KieuDonTui,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,IsMoiPhongMotTui,bit,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,SoBaiThiMotTui,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,SoPhongMotNhom,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,TuPhach,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,DenPhach,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,IsDanhPhachNgauNhien,bit,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,IsDanhPhachThuTuTheoPhong,bit,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,IDXinPhongTuDo,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,IsDanhPhachThuTuTheoTui,bit,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,TuiBatDau,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,IsDanhPhachPhanNhom,bit,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,SoBaiTrongPhong,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,SoBaiDanhSach,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,IsLock,bit,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,NguoiTao,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,NgayTao,datetime,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,NguoiCapNhat,int,
dbo,DT_KieuDonTuiDanhPhachTotNghiep,NgayCapNhat,date,
dbo,DT_KS_CauHoi,Id,int,
dbo,DT_KS_CauHoi,NoiDungCauHoi,nvarchar,500
dbo,DT_KS_CauHoi,STT,int,
dbo,DT_KS_CauHoi,IsHienThi,bit,
dbo,DT_KS_CauHoi,NguoiTao,int,
dbo,DT_KS_CauHoi,NgayTao,datetime,
dbo,DT_KS_CauHoi,NguoiCapNhat,int,
dbo,DT_KS_CauHoi,NgayCapNhat,datetime,
dbo,DT_KS_CauTraLoi,Id,int,
dbo,DT_KS_CauTraLoi,IDCauHoi,int,
dbo,DT_KS_CauTraLoi,NoiDungCauTraLoi,nvarchar,500
dbo,DT_KS_CauTraLoi,STT,int,
dbo,DT_KS_CauTraLoi,IsChoPhepGhiChu,bit,
dbo,DT_KS_CauTraLoi,IsHienThi,bit,
dbo,DT_KS_CauTraLoi,NguoiTao,int,
dbo,DT_KS_CauTraLoi,NgayTao,datetime,
dbo,DT_KS_CauTraLoi,NguoiCapNhat,int,
dbo,DT_KS_CauTraLoi,NgayCapNhat,datetime,
dbo,DT_KS_SinhVienTraLoi,Id,int,
dbo,DT_KS_SinhVienTraLoi,IDSinhVien,int,
dbo,DT_KS_SinhVienTraLoi,IDCauTraLoi,int,
dbo,DT_KS_SinhVienTraLoi,GhiChu,nvarchar,500
dbo,DT_KS_SinhVienTraLoi,GhiChuBoSung,nvarchar,500
dbo,DT_KS_SinhVienTraLoi,NguoiTao,int,
dbo,DT_KS_SinhVienTraLoi,NgayTao,datetime,
dbo,DT_KS_SinhVienTraLoi,NguoiCapNhat,int,
dbo,DT_KS_SinhVienTraLoi,NgayCapNhat,datetime,
dbo,DT_LichSuDongBoITest,Id,int,
dbo,DT_LichSuDongBoITest,LoaiDongBo,tinyint,
dbo,DT_LichSuDongBoITest,MaHocPhan,nvarchar,50
dbo,DT_LichSuDongBoITest,IDLichThi,int,
dbo,DT_LichSuDongBoITest,IDLopHocPhan,int,
dbo,DT_LichSuDongBoITest,ThoiGianDongBo,datetime,
dbo,DT_LichSuDongBoITest,NguoiDongBo,int,
dbo,DT_LichSuDongBoITest,TrangThai,tinyint,
dbo,DT_LichSuDongBoITest,ChiTietDongBo,nvarchar,-1
dbo,DT_LichSuDongBoITest,TongSoSinhVien,int,
dbo,DT_LichSuDongBoITest,SoSinhVienThanhCong,int,
dbo,DT_LichSuDongBoITest,SoSinhVienThatBai,int,
dbo,DT_LichSuDongBoITest,SoSinhVienCapNhat,int,
dbo,DT_LichSuDongBoITest,SoSinhVienThem,int,
dbo,DT_LichSuDongBoITest,SoSinhVienXoa,int,
dbo,DT_LichSuDongBoITest,ResponseAPI,nvarchar,-1
dbo,DT_LichSuDongBoITest,ErrorMessage,nvarchar,-1
dbo,DT_LichSuDongBoITest,NgayTao,datetime,
dbo,DT_LichSuDongBoITest,NguoiTao,int,
dbo,DT_LichThiSinhVien,Id,int,
dbo,DT_LichThiSinhVien,IDDot,int,
dbo,DT_LichThiSinhVien,IDCoSo,int,
dbo,DT_LichThiSinhVien,MaHocPhan,nvarchar,50
dbo,DT_LichThiSinhVien,IDSinhVien,int,
dbo,DT_LichThiSinhVien,IDLichThi,int,
dbo,DT_LichThiSinhVien,LoaiThi,int,
dbo,DT_LichThiSinhVien,LanThi,int,
dbo,DT_LichThiSinhVien,TienToSBD,nvarchar,50
dbo,DT_LichThiSinhVien,SBD,int,
dbo,DT_LichThiSinhVien,TuiBaiThi,int,
dbo,DT_LichThiSinhVien,SoPhach,int,
dbo,DT_LichThiSinhVien,DiemThi,decimal,
dbo,DT_LichThiSinhVien,IsVangThi,bit,
dbo,DT_LichThiSinhVien,NguoiTao,int,
dbo,DT_LichThiSinhVien,NgayTao,datetime,
dbo,DT_LichThiSinhVien,NguoiCapNhat,int,
dbo,DT_LichThiSinhVien,NgayCapNhat,datetime,
dbo,DT_LichThiSinhVien,DiemGoc,decimal,
dbo,DT_LichThiSinhVien,GhiChu,nvarchar,200
dbo,DT_LichThiSinhVien,MaMonHoc,nvarchar,50
dbo,DT_LichThiSinhVien,IDLopHocPhan,int,
dbo,DT_LichThiSinhVien,SoTo,tinyint,
dbo,DT_LichThiSinhVien,NhomDaoDoan,int,
dbo,DT_LichThiSinhVien,DiemGV1,decimal,
dbo,DT_LichThiSinhVien,DiemGV2,decimal,
dbo,DT_LichThiSinhVien,GhiChuDanhPhach,nvarchar,200
dbo,DT_LichThiSinhVien,TienToPhach,nvarchar,50
dbo,DT_LichThiSinhVien,IDDotThi,int,
dbo,DT_LichThiSinhVien,IDTuiBaiThiPQ,int,
dbo,DT_LichThiSinhVien,IDQuyUocCotDiemThi,int,
dbo,DT_LichThiSinhVien,SoBaoDanhText,nvarchar,100
dbo,DT_LichThiSinhVien,IsTraNoDiemI,bit,
dbo,DT_LichThiSinhVien,SoPhachText,nvarchar,100
dbo,DT_LichThiSinhVien,IDLopHocPhanDGL,int,
dbo,DT_LichThiSinhVien,DiemGoc1,decimal,
dbo,DT_LichThiSinhVien,DiemGoc2,decimal,
dbo,DT_LichThiSinhVien,IsDelete,bit,
dbo,DT_LichThiSinhVien,NgayXoa,datetime,
dbo,DT_LichThiSinhVien,NguoiXoa,int,
dbo,DT_LichThiSinhVien,IsNopDiem,bit,
dbo,DT_LichThiTotNghiepSinhVien,Id,int,
dbo,DT_LichThiTotNghiepSinhVien,IDDotXetTotNghiep,int,
dbo,DT_LichThiTotNghiepSinhVien,IDMonHoc,int,
dbo,DT_LichThiTotNghiepSinhVien,IDSinhVien,int,
dbo,DT_LichThiTotNghiepSinhVien,IDXinPhongTuDo,int,
dbo,DT_LichThiTotNghiepSinhVien,LanThi,int,
dbo,DT_LichThiTotNghiepSinhVien,Prefix,nvarchar,10
dbo,DT_LichThiTotNghiepSinhVien,SoBaoDanh,int,
dbo,DT_LichThiTotNghiepSinhVien,TuiBaiThi,int,
dbo,DT_LichThiTotNghiepSinhVien,SoPhach,int,
dbo,DT_LichThiTotNghiepSinhVien,DiemThi,decimal,
dbo,DT_LichThiTotNghiepSinhVien,IsVangThi,bit,
dbo,DT_LichThiTotNghiepSinhVien,GhiChu,nvarchar,200
dbo,DT_LichThiTotNghiepSinhVien,NguoiTao,int,
dbo,DT_LichThiTotNghiepSinhVien,NgayTao,datetime,
dbo,DT_LichThiTotNghiepSinhVien,NguoiCapNhat,int,
dbo,DT_LichThiTotNghiepSinhVien,NgayCapNhat,datetime,
dbo,DT_LichThiTotNghiepSinhVien,SoBaoDanhText,nvarchar,20
dbo,DT_LoginSession,Id,bigint,
dbo,DT_LoginSession,SESSID,varchar,100
dbo,DT_LoginSession,IDHeThong,int,
dbo,DT_LoginSession,IDSinhVien,int,
dbo,DT_LoginSession,IsLogOut,bit,
dbo,DT_LoginSession,DateIn,datetime,
dbo,DT_LoginSession,DateOut,datetime,
dbo,DT_LoginSession,DateKeepAlive,datetime,
dbo,DT_LoginSession,HostName,nvarchar,200
dbo,DT_LoginSession,HostAddress,varchar,200
dbo,DT_LoginSession,PhysicalAddress,varchar,200
dbo,DT_LoginSession,Browser,nvarchar,100
dbo,DT_LoginSession,MajorVersion,nvarchar,100
dbo,DT_LoginSession,NguoiTao,int,
dbo,DT_LoginSession,NgayTao,datetime,
dbo,DT_LoginSession,NguoiCapNhat,int,
dbo,DT_LoginSession,NgayCapNhat,datetime,
dbo,DT_LoginSession,DeviceType,nvarchar,100
dbo,DT_LoginSession,DeviceName,nvarchar,100
dbo,DT_LoginSession,IsBot,bit,
dbo,DT_LoginSession,MaMau,nvarchar,15
dbo,DT_LopHocPhanDanhPhach,Id,int,
dbo,DT_LopHocPhanDanhPhach,IDLopHocPhan,int,
dbo,DT_LopHocPhanDanhPhach,SoLuong,int,
dbo,DT_LopHocPhanDanhPhach,ThuTuBatDau,int,
dbo,DT_LopHocPhanDanhPhach,SoPhachBatDau,int,
dbo,DT_LopHocPhanDanhPhach,NhatKy,varchar,-1
dbo,DT_LopHocPhanDanhPhach,NguoiTao,int,
dbo,DT_LopHocPhanDanhPhach,NgayTao,datetime,
dbo,DT_LopHocPhanDanhPhach,NguoiCapNhat,int,
dbo,DT_LopHocPhanDanhPhach,NgayCapNhat,datetime,
dbo,DT_MienGiam,Id,int,
dbo,DT_MienGiam,Nam,int,
dbo,DT_MienGiam,HocKy,tinyint,
dbo,DT_MienGiam,IDSinhVien,int,
dbo,DT_MienGiam,IDDoiTuongMienGiam,int,
dbo,DT_MienGiam,TyLeMienGiam,tinyint,
dbo,DT_MienGiam,LoaiMienGiam,tinyint,
dbo,DT_MienGiam,DaDuyet,bit,
dbo,DT_MienGiam,GhiChu,nvarchar,200
dbo,DT_MienGiam,NguoiTao,int,
dbo,DT_MienGiam,NgayTao,datetime,
dbo,DT_MienGiam,NguoiCapNhat,int,
dbo,DT_MienGiam,NgayCapNhat,datetime,
dbo,DT_MonHocChuyenDiemNganh2,Id,int,
dbo,DT_MonHocChuyenDiemNganh2,IDCoSo,int,
dbo,DT_MonHocChuyenDiemNganh2,IDKhoaHoc,int,
dbo,DT_MonHocChuyenDiemNganh2,IDHeDaoTao,int,
dbo,DT_MonHocChuyenDiemNganh2,IDLoaiHinhDT,int,
dbo,DT_MonHocChuyenDiemNganh2,IDNganh,int,
dbo,DT_MonHocChuyenDiemNganh2,IDNghe,int,
dbo,DT_MonHocChuyenDiemNganh2,IDMonHoc,int,
dbo,DT_MonHocChuyenDiemNganh2,MaMonHoc,nvarchar,50
dbo,DT_MonHocChuyenDiemNganh2,IDCoSoNganh2,int,
dbo,DT_MonHocChuyenDiemNganh2,IDKhoaHocNganh2,int,
dbo,DT_MonHocChuyenDiemNganh2,IDHeDaoTaoNganh2,int,
dbo,DT_MonHocChuyenDiemNganh2,IDLoaiHinhDTNganh2,int,
dbo,DT_MonHocChuyenDiemNganh2,IDNganhNganh2,int,
dbo,DT_MonHocChuyenDiemNganh2,IDNgheNganh2,int,
dbo,DT_MonHocChuyenDiemNganh2,IDMonHocNganh2,int,
dbo,DT_MonHocChuyenDiemNganh2,MaMonHocNganh2,nvarchar,50
dbo,DT_MonHocChuyenDiemNganh2,GhiChu,nvarchar,200
dbo,DT_MonHocChuyenDiemNganh2,IsDelete,bit,
dbo,DT_MonHocChuyenDiemNganh2,NguoiTao,int,
dbo,DT_MonHocChuyenDiemNganh2,NgayTao,datetime,
dbo,DT_MonHocChuyenDiemNganh2,NguoiCapNhat,int,
dbo,DT_MonHocChuyenDiemNganh2,NgayCapNhat,datetime,
dbo,DT_MonHocModule,Id,int,
dbo,DT_MonHocModule,IDHeDaoTao,int,
dbo,DT_MonHocModule,IDMonHoc,int,
dbo,DT_MonHocModule,GhiChu,nvarchar,200
dbo,DT_MonHocModule,NguoiTao,int,
dbo,DT_MonHocModule,NgayTao,datetime,
dbo,DT_MonHocModule,NguoiCapNhat,int,
dbo,DT_MonHocModule,NgayCapNhat,datetime,
dbo,DT_MonHocModule,CongThucTinh,nvarchar,500
dbo,DT_MonHocModule,IsDelete,bit,
dbo,DT_MonHocPhanMienGiam,Id,int,
dbo,DT_MonHocPhanMienGiam,IDDot,int,
dbo,DT_MonHocPhanMienGiam,MaHocPhan,nvarchar,50
dbo,DT_MonHocPhanMienGiam,TenMonHoc,nvarchar,100
dbo,DT_MonHocPhanMienGiam,MucHocPhi,decimal,
dbo,DT_MonHocPhanMienGiam,NguoiTao,int,
dbo,DT_MonHocPhanMienGiam,NgayTao,datetime,
dbo,DT_MonHocPhanMienGiam,NguoiCapNhat,int,
dbo,DT_MonHocPhanMienGiam,NgayCapNhat,datetime,
dbo,DT_MonHocPhanMienGiam,IsDelete,bit,
dbo,DT_MonHocPhanMienGiam,NguoiXoa,int,
dbo,DT_MonHocPhanMienGiam,NgayXoa,datetime,
dbo,DT_MonHocThayThe,Id,int,
dbo,DT_MonHocThayThe,IDCoSo,int,
dbo,DT_MonHocThayThe,IDKhoaHoc,int,
dbo,DT_MonHocThayThe,IDHeDaoTao,int,
dbo,DT_MonHocThayThe,IDLoaiHinhDT,int,
dbo,DT_MonHocThayThe,IDNganh,int,
dbo,DT_MonHocThayThe,IDNghe,int,
dbo,DT_MonHocThayThe,IDMonHocGocList,nvarchar,50
dbo,DT_MonHocThayThe,MaMonHocGocList,nvarchar,200
dbo,DT_MonHocThayThe,IDMonHocThayTheList,nvarchar,50
dbo,DT_MonHocThayThe,MaMonHocThayTheList,nvarchar,200
dbo,DT_MonHocThayThe,GhiChu,nvarchar,200
dbo,DT_MonHocThayThe,IsDelete,bit,
dbo,DT_MonHocThayThe,NguoiTao,int,
dbo,DT_MonHocThayThe,NgayTao,datetime,
dbo,DT_MonHocThayThe,NguoiCapNhat,int,
dbo,DT_MonHocThayThe,NgayCapNhat,datetime,
dbo,DT_MonHocTuongDuong,Id,int,
dbo,DT_MonHocTuongDuong,IDMonHocTuongDuong,int,
dbo,DT_MonHocTuongDuong,MaHocPhanTuongDuong,nvarchar,50
dbo,DT_MonHocTuongDuong,IDChiTietKhungHocKy,bigint,
dbo,DT_MonHocTuongDuong,GhiChu,nvarchar,200
dbo,DT_MonHocTuongDuong,IsDelete,bit,
dbo,DT_MonHocTuongDuong,NguoiTao,int,
dbo,DT_MonHocTuongDuong,NgayTao,datetime,
dbo,DT_MonHocTuongDuong,NguoiCapNhat,int,
dbo,DT_MonHocTuongDuong,NgayCapNhat,datetime,
dbo,DT_MonHocTuongDuong,DVHT,tinyint,
dbo,DT_MonHocTuongDuong,SoTinChi,varchar,20
dbo,DT_MonHocTuongDuong,DVHT_Le,decimal,
dbo,DT_MonHocTuongDuongThayThe,Id,int,
dbo,DT_MonHocTuongDuongThayThe,IDMonHoc,int,
dbo,DT_MonHocTuongDuongThayThe,IDChuongTrinhKhung,bigint,
