"FunctionName","FunctionType","create_date","modify_date"
DecodeUTF8String,SQL_SCALAR_FUNCTION,2021-10-05 19:21:51.293,2023-04-05 23:08:34.610
fn_ABC2UNICODE,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.550,2023-04-05 23:08:34.613
Fn_AD_TinhTBSinhVien,SQL_SCALAR_FUNCTION,2019-02-25 14:58:21.560,2023-04-05 23:08:34.627
Fn_BoDauTiengViet,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.583,2023-04-05 23:08:34.617
Fn_BoDauTiengViet_EXT,SQL_SCALAR_FUNCTION,2019-05-08 08:42:55.973,2023-04-05 23:08:34.683
Fn_BoDauTiengVietToLowerCase,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.617,2025-12-17 16:56:06.803
Fn_BoKyTuDacBiet,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.643,2023-04-05 23:08:34.620
FN_CapPhongLichThi,SQL_TABLE_VALUED_FUNCTION,2018-01-25 14:38:46.683,2018-01-25 14:38:46.697
Fn_CC_GetHeSoBacDaoTao,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.710,2023-04-05 23:08:34.620
Fn_CC_GetHeSoHocVi,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.730,2023-04-05 23:08:34.620
Fn_CC_GetHeSoLopDong,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.750,2023-04-05 23:08:34.620
Fn_CC_GetHeSoTinChiNienChe,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.767,2023-04-05 23:08:34.623
Fn_CC_GetTietToiTuHocKy,SQL_SCALAR_FUNCTION,2025-12-17 16:56:06.727,2025-12-17 16:56:06.727
Fn_CheckAllowEditChamCongBaoGiang,SQL_SCALAR_FUNCTION,2019-08-20 17:04:16.100,2023-04-05 23:08:34.610
Fn_CheckConflictTietHoc,SQL_SCALAR_FUNCTION,2019-02-25 14:58:21.620,2023-04-05 23:08:34.627
Fn_CheckIsEnableCauHinhHeThong,SQL_SCALAR_FUNCTION,2018-01-25 14:38:36.477,2023-04-05 23:08:34.657
Fn_CheckMonHocThuocChuyenNganhDaTotNghiep,SQL_TABLE_VALUED_FUNCTION,2024-07-11 17:09:58.323,2024-07-11 17:09:58.323
Fn_CheckNgayChamCongLichHocHopLe,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.790,2023-04-05 23:08:34.623
Fn_CheckPeriod,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.807,2023-04-05 23:08:34.623
Fn_CheckSinhVienTinChi,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.830,2023-04-05 23:08:34.627
Fn_CheckSystemConfig,SQL_SCALAR_FUNCTION,2018-01-25 14:38:37.957,2023-04-05 23:08:34.617
Fn_CheckThiSinhTinChi,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.847,2023-04-05 23:08:34.627
Fn_CheckTrangThaiSinhVienHopLe,SQL_TABLE_VALUED_FUNCTION,2021-08-09 18:11:08.187,2025-04-21 15:48:05.140
Fn_CheckUserAdmin,SQL_SCALAR_FUNCTION,2019-02-25 14:57:47.823,2023-04-05 23:08:34.593
Fn_CheckUserSubAdmin,SQL_SCALAR_FUNCTION,2023-05-23 17:41:10.380,2023-05-23 17:41:10.390
Fn_CheckValidMaHocPhan,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.870,2023-04-05 23:08:34.627
Fn_CheckValidTrungLichSinhVienChuyenLHP,SQL_TABLE_VALUED_FUNCTION,2026-02-25 18:57:36.397,2026-02-25 18:57:36.397
FN_CompactFullName,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.887,2023-04-05 23:08:34.630
Fn_CompareDiemChuanKetQuaThi,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.903,2023-04-05 23:08:34.630
Fn_CompareIDKhoaChuanQuan,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.927,2023-04-05 23:08:34.630
Fn_CompareNgaySinh,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.950,2023-04-05 23:08:34.633
Fn_CompareNgaySinh2,SQL_SCALAR_FUNCTION,2025-10-22 22:28:35.747,2025-10-22 22:28:35.747
Fn_ComparePhong,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.967,2023-04-05 23:08:34.633
Fn_CompareTuNgayDenNgay,SQL_SCALAR_FUNCTION,2018-01-25 14:38:46.983,2023-04-05 23:08:34.637
Fn_CompareTuTietDenTiet,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.007,2023-04-05 23:08:34.637
Fn_CompareTuTietDenTietCapPhong,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.027,2023-04-05 23:08:34.640
Fn_CongNoSinhVienHocKyCu,SQL_TABLE_VALUED_FUNCTION,2023-12-15 17:24:17.360,2024-04-03 14:58:30.033
Fn_ConvertDiemKetQuaThi,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.043,2023-04-05 23:08:34.640
fn_ConvertNgaySinhTextToDate,SQL_SCALAR_FUNCTION,2025-10-22 22:28:35.743,2025-10-22 22:28:35.743
Fn_ConvertPhanSoVarcharToDecimal,SQL_SCALAR_FUNCTION,2019-12-20 15:30:46.523,2023-04-05 23:08:34.657
Fn_ConvertSo,SQL_SCALAR_FUNCTION,2022-02-21 17:46:34.137,2023-04-05 23:08:34.563
Fn_ConvertString2Date,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.060,2023-04-05 23:08:34.640
Fn_ConvertUni2UTF8,SQL_SCALAR_FUNCTION,2021-10-05 19:21:51.300,2023-04-05 23:08:34.610
Fn_ConvertXML_NhatKyChamCongToTable,SQL_SCALAR_FUNCTION,2022-07-15 17:46:31.390,2023-04-05 23:08:34.613
Fn_ConvertXML_NK_CongNoSinhVien_ToTable,SQL_TABLE_VALUED_FUNCTION,2021-06-01 18:40:19.387,2025-12-17 16:56:06.787
Fn_ConvertXML_NK_TongHop_ToTable,SQL_SCALAR_FUNCTION,2019-02-25 14:58:21.673,2024-10-09 16:16:20.450
Fn_ConvertXML_NK_TongHop_ToTable_Delete,SQL_SCALAR_FUNCTION,2020-12-15 09:11:50.223,2023-04-05 23:08:34.660
Fn_ConvertXML_NK_ToTable_ForCurSor,SQL_SCALAR_FUNCTION,2023-03-07 17:31:13.940,2023-04-05 23:08:34.603
Fn_CountSiSoSV,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.080,2023-04-05 23:08:34.643
Fn_CreateDiaChiThuongTru,SQL_SCALAR_FUNCTION,2018-01-25 14:38:38.010,2023-04-05 23:08:34.620
Fn_CreateMaHocPhan,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.097,2024-10-09 16:16:20.420
Fn_CreateMaHocPhan2,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.117,2024-10-09 16:16:20.477
Fn_CreateMaHocVienThuTuDo,SQL_SCALAR_FUNCTION,2019-02-25 14:57:48.517,2023-04-05 23:08:34.597
Fn_CreateMaHoSoMienGiam,SQL_SCALAR_FUNCTION,2019-02-25 14:58:21.720,2023-04-05 23:08:34.630
Fn_CreateMaSinhVien,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.143,2025-10-22 22:28:35.783
FN_CreateMatKhauSinhVien,SQL_SCALAR_FUNCTION,2022-06-20 17:50:52.750,2023-04-05 23:08:34.573
Fn_CreatePassword,SQL_SCALAR_FUNCTION,2021-12-02 13:58:14.883,2023-04-24 17:32:19.377
Fn_CreateRandomPassword,SQL_SCALAR_FUNCTION,2023-04-24 17:32:19.303,2023-04-24 17:32:19.307
Fn_CRM_GetMapping,SQL_SCALAR_FUNCTION,2022-10-13 17:48:08.790,2023-04-05 23:08:34.573
Fn_CRM_GetRecordTypeID,SQL_SCALAR_FUNCTION,2022-09-15 17:54:00.337,2023-04-05 23:08:34.680
Fn_CRM_GetTienTamNop,SQL_SCALAR_FUNCTION,2022-10-13 17:48:08.810,2023-04-05 23:08:34.577
FN_CSSV_GetFormatMaCauHoiLienHe,SQL_SCALAR_FUNCTION,2025-01-08 14:54:40.940,2025-01-08 14:54:40.940
Fn_DateInRange,SQL_SCALAR_FUNCTION,2018-01-25 14:38:39.760,2023-04-05 23:08:34.613
Fn_DateInRangeNullable,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.170,2023-04-05 23:08:34.653
fn_DecryptHistoryChangeTracker,SQL_SCALAR_FUNCTION,2025-01-08 14:54:40.913,2025-01-08 14:54:40.913
FN_DKHP_GetDonGiaTheoLopHoacTheoLoaiSinhVien,SQL_SCALAR_FUNCTION,2022-06-20 17:50:52.763,2023-04-05 23:08:34.577
FN_DKHP_KiemTraNganhMienHocPhi,SQL_SCALAR_FUNCTION,2019-10-25 08:57:34.350,2023-04-05 23:08:34.570
FN_DKHP_TinhPhiTheoHeSoNgoaiGio,SQL_SCALAR_FUNCTION,2021-08-09 18:11:06.590,2024-04-03 14:58:30.077
FN_DKHP_TinhSoTietTrung,SQL_SCALAR_FUNCTION,2019-11-14 17:47:41.737,2023-04-05 23:08:34.583
Fn_DKHP_XacNhanIsHocPhiNganh2,SQL_SCALAR_FUNCTION,2025-06-18 14:50:39.213,2025-06-18 14:50:39.213
Fn_DM_GetDanhMucByMaCotSuDung,SQL_TABLE_VALUED_FUNCTION,2023-06-27 17:50:10.890,2024-12-18 16:53:45.430
Fn_DM_GetMultiLangByTableName,SQL_TABLE_VALUED_FUNCTION,2022-04-14 17:43:52.210,2025-08-04 16:30:06.420
Fn_DongBoDuLieuLemon_CmdScript,SQL_TABLE_VALUED_FUNCTION,2022-12-23 17:54:15.750,2023-02-03 17:11:22.473
Fn_DongBoDuLieuLemon_GetIGEDetail,SQL_SCALAR_FUNCTION,2023-02-15 17:51:22.723,2023-04-05 23:08:34.673
Fn_DongBoDuLieuLemon_GetVoucherNo,SQL_SCALAR_FUNCTION,2022-12-23 17:54:15.753,2023-04-05 23:08:34.610
Fn_DongBoDuLieuLemon_LoaiDoiTuong,SQL_TABLE_VALUED_FUNCTION,2022-12-23 17:54:15.757,2023-02-03 17:11:22.480
Fn_DongBoDuLieuLemon_LoaiThu,SQL_TABLE_VALUED_FUNCTION,2022-12-23 17:54:15.760,2024-10-30 11:25:50.240
Fn_DongBoDuLieuLemon_TrangThaiDuLieu,SQL_TABLE_VALUED_FUNCTION,2022-12-23 17:54:15.763,2023-01-04 17:37:30.490
Fn_DongBoDuLieuLemon_TrangThaiPhanBo,SQL_TABLE_VALUED_FUNCTION,2023-02-03 17:11:25.523,2023-02-03 17:11:25.527
Fn_DongBoDuLieuLemon_TransType,SQL_TABLE_VALUED_FUNCTION,2023-02-15 17:51:22.713,2025-11-05 16:29:10.277
Fn_DS_GetTenHienThiCotDiem,SQL_SCALAR_FUNCTION,2019-09-17 09:00:22.650,2023-04-05 23:08:34.677
Fn_DT_ChiTietMonThayThe_V1,SQL_TABLE_VALUED_FUNCTION,2024-07-11 17:09:58.380,2025-04-21 15:48:05.183
Fn_DT_GetMaTenMonHocFromListID,SQL_TABLE_VALUED_FUNCTION,2022-03-16 17:44:00.737,2024-10-09 16:16:20.563
Fn_DT_GetSTCHocKyCTKTheoIDDot,SQL_SCALAR_FUNCTION,2022-06-20 17:50:55.083,2023-04-05 23:08:34.583
Fn_DT_GetTongSTCBatBuocCTK,SQL_TABLE_VALUED_FUNCTION,2023-10-02 17:41:17.053,2025-07-18 16:43:01.713
Fn_DT_GetTongSTCBatBuocTemplateCTK,SQL_TABLE_VALUED_FUNCTION,2024-04-03 14:58:40.717,2024-04-03 14:58:40.720
Fn_DT_KiemTraSoTinChiDangKyMoMon,SQL_TABLE_VALUED_FUNCTION,2024-12-18 16:53:45.377,2024-12-18 16:53:45.377
Fn_DT_XetDanhHieuLopHoc,SQL_TABLE_VALUED_FUNCTION,2024-10-09 16:16:20.417,2024-10-09 16:16:20.417
Fn_DTBD_GetThuTuLopHocPhan,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.200,2023-04-05 23:08:34.653
Fn_DTBD_TinhSoTienDaNop,SQL_SCALAR_FUNCTION,2019-07-24 09:37:24.073,2023-04-05 23:08:34.637
Fn_DTBD_TinhTBTH,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.217,2023-04-05 23:08:34.657
Fn_DTBD_TinhTBThuongKy,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.240,2023-04-05 23:08:34.657
Fn_ES_BoCauHoi,SQL_TABLE_VALUED_FUNCTION,2019-07-24 09:37:24.173,2019-07-24 09:37:24.200
Fn_ES_RoundDeThi,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.263,2023-04-05 23:08:34.660
Fn_EX_BoCauHoi,SQL_TABLE_VALUED_FUNCTION,2019-07-24 09:37:24.277,2023-12-06 14:41:28.537
Fn_EX_CheckNhanSuQuanLyBCH,SQL_SCALAR_FUNCTION,2019-09-17 09:00:13.473,2023-05-23 17:41:11.653
Fn_EX_CheckNhanSuQuanLyMonHocModule,SQL_SCALAR_FUNCTION,2022-09-09 17:46:36.267,2023-04-05 23:08:34.620
FN_EX_CountCauHoiApDung,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.287,2023-04-05 23:08:34.660
Fn_EX_GetDeThiQuanHe,SQL_TABLE_VALUED_FUNCTION,2024-12-18 16:53:45.370,2024-12-18 16:53:45.370
Fn_EX_GetMaMonHocTuongDuongBoCauHoi,SQL_SCALAR_FUNCTION,2019-06-21 10:17:10.813,2023-04-05 23:08:34.590
Fn_FormatCurrency,SQL_SCALAR_FUNCTION,2025-08-04 16:30:06.337,2025-08-04 16:30:06.337
Fn_FormatDate,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.307,2023-04-05 23:08:34.660
Fn_FormatGioThi,SQL_SCALAR_FUNCTION,2025-12-17 16:56:06.740,2025-12-17 16:56:06.740
Fn_FormatNumberWithSeparator,SQL_SCALAR_FUNCTION,2024-04-03 14:58:40.727,2024-04-03 14:58:40.730
Fn_FormatString,SQL_SCALAR_FUNCTION,2022-03-16 17:44:01.510,2023-04-05 23:08:34.623
Fn_GenEnrollNumber,SQL_SCALAR_FUNCTION,2020-04-06 11:24:20.080,2023-04-05 23:08:34.670
Fn_GeneratePwd,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.330,2023-04-05 23:08:34.660
Fn_GenTuTietDenTiet,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.350,2023-04-05 23:08:34.663
Fn_GenTuTietDenTiet_Ex,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.380,2023-04-05 23:08:34.663
Fn_GeSoPhachPhieuTo,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.397,2023-04-05 23:08:34.667
Fn_GetBuoiHoc,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.417,2023-04-05 23:08:34.667
Fn_GetBuoiHocINT,SQL_SCALAR_FUNCTION,2019-02-25 14:57:47.780,2023-04-05 23:08:34.590
Fn_GetCanSuLopHoc,SQL_TABLE_VALUED_FUNCTION,2023-05-23 17:41:11.230,2023-05-23 17:41:11.233
Fn_GetCauHinhHeThong,SQL_SCALAR_FUNCTION,2018-01-25 14:38:34.153,2023-04-05 23:08:34.613
Fn_GetChiTietCTK_KhoiKienThuc,SQL_INLINE_TABLE_VALUED_FUNCTION,2023-08-24 18:16:18.560,2023-08-24 18:16:18.560
Fn_GetChiTietPhieuDanhGiaRenLuyen,SQL_INLINE_TABLE_VALUED_FUNCTION,2020-09-17 09:35:17.370,2025-01-08 14:54:41.027
Fn_GetCongNoDotTruocTinChi,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.440,2023-04-05 23:08:34.667
Fn_GetCongNoKhoanThuKhac,SQL_INLINE_TABLE_VALUED_FUNCTION,2018-01-25 14:38:47.463,2023-04-05 23:08:34.693
Fn_GetCoSoKhoa,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.483,2023-04-05 23:08:34.670
Fn_GetCoSoXepLich,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.500,2023-04-05 23:08:34.670
Fn_GetCotHienThiKHT,SQL_TABLE_VALUED_FUNCTION,2024-12-18 16:53:45.387,2025-01-08 14:54:41.010
Fn_GetCotThongKeHanhKiem,SQL_SCALAR_FUNCTION,2019-08-09 11:49:13.033,2023-04-05 23:08:34.567
Fn_GetCotThongKeHanhKiem_New,SQL_SCALAR_FUNCTION,2021-06-01 18:40:19.447,2023-04-05 23:08:34.600
Fn_GetDate,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.523,2023-04-05 23:08:34.670
Fn_GetDiem6HKByLoaiGiayTo_BVU,SQL_SCALAR_FUNCTION,2022-02-21 17:46:36.847,2023-04-05 23:08:34.570
Fn_GetDiem6HKByLoaiGiayTo_BVU_V3,SQL_SCALAR_FUNCTION,2023-02-03 17:11:25.530,2023-05-23 17:41:11.677
Fn_GetDiemChuMax,SQL_SCALAR_FUNCTION,2019-02-25 14:58:21.757,2023-04-05 23:08:34.630
Fn_GetDiemDanhSinhVienRealTime,SQL_TABLE_VALUED_FUNCTION,2024-10-09 16:16:20.393,2024-10-09 16:16:20.393
Fn_GetDiemQuyDoiCCNN,SQL_SCALAR_FUNCTION,2025-06-18 14:50:39.243,2025-06-18 14:50:39.243
Fn_GetDiemTBByTop2Diem4HK_V3,SQL_SCALAR_FUNCTION,2023-02-15 17:51:25.540,2023-04-05 23:08:34.673
Fn_GetDiemTBC,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.563,2023-04-05 23:08:34.673
Fn_GetDiemTBMonTuyenSinh,SQL_SCALAR_FUNCTION,2019-11-14 17:47:41.987,2023-04-05 23:08:34.587
Fn_GetDiemTBMonTuyenSinh_2022,SQL_SCALAR_FUNCTION,2022-08-15 18:53:18.350,2023-04-05 23:08:34.583
Fn_GetDiemTBMonTuyenSinh_V3,SQL_SCALAR_FUNCTION,2021-08-09 18:11:34.210,2023-04-05 23:08:34.637
Fn_GetDiemTHMTheoHK_V3,SQL_SCALAR_FUNCTION,2022-05-24 18:05:28.210,2023-04-05 23:08:34.580
Fn_GetDonGiaNhaNuoc_DonGiaNhaTruong,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.583,2023-04-05 23:08:34.673
Fn_GetDotHienHanh,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.610,2023-04-05 23:08:34.673
Fn_GetDotHienTaiVaCacDotTruoc,SQL_TABLE_VALUED_FUNCTION,2019-09-17 09:00:09.547,2022-10-13 17:48:08.230
Fn_GetDotLienKePhiaSau,SQL_TABLE_VALUED_FUNCTION,2024-12-18 16:53:45.397,2024-12-18 16:53:45.397
Fn_GetDotLienKePhiaTruoc,SQL_TABLE_VALUED_FUNCTION,2020-12-15 09:11:04.520,2023-04-24 17:32:19.387
Fn_GetDuNoSinhVienNienChe,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.633,2023-04-05 23:08:34.677
Fn_GetDuNoSinhVienTinChi,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.660,2023-04-05 23:08:34.677
Fn_GetFirstLeterOfWord,SQL_SCALAR_FUNCTION,2021-12-02 13:58:15.050,2023-04-05 23:08:34.640
Fn_GetFirstLettersOnString,SQL_SCALAR_FUNCTION,2019-02-25 14:58:21.820,2023-04-05 23:08:34.633
Fn_GetGiangVienDuKienLopHocPhan,SQL_SCALAR_FUNCTION,2019-10-25 08:57:34.447,2023-04-05 23:08:34.570
Fn_GetGiangVienLichThi,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.690,2023-04-05 23:08:34.677
Fn_GetGVCN_CVHTTheoLopHoc,SQL_TABLE_VALUED_FUNCTION,2023-04-24 17:32:19.257,2023-04-24 17:32:19.260
Fn_GetHeLoaiQuanLy,SQL_TABLE_VALUED_FUNCTION,2020-12-15 09:11:50.293,2020-12-15 09:11:50.303
Fn_GetHeSoBacDaoTao,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.713,2023-04-05 23:08:34.677
Fn_GetHinhThucThanhToan,SQL_SCALAR_FUNCTION,2019-12-20 15:30:49.430,2025-01-08 14:54:41.000
Fn_GetHKTTDayDu,SQL_SCALAR_FUNCTION,2024-10-09 16:16:20.400,2024-10-09 16:16:20.400
Fn_GetHocPhanXuLyNo,SQL_TABLE_VALUED_FUNCTION,2025-01-08 14:54:40.953,2025-02-19 15:08:39.983
Fn_GetIDDotHienHanh,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.737,2023-04-05 23:08:34.677
Fn_GetIDKhoaCapPhong,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.763,2023-04-05 23:08:34.680
Fn_GetJsonValue,SQL_SCALAR_FUNCTION,2021-09-15 11:25:25.810,2023-04-05 23:08:34.580
Fn_GetKhoaChuQuan,SQL_TABLE_VALUED_FUNCTION,2018-01-25 14:38:47.803,2021-06-01 18:39:41.160
Fn_GetKhoaQuanLy,SQL_TABLE_VALUED_FUNCTION,2019-02-25 14:57:47.920,2021-06-01 18:39:41.233
Fn_GetKhungHoSo,SQL_TABLE_VALUED_FUNCTION,2021-08-09 18:11:34.247,2021-08-09 18:11:34.253
Fn_GetKhungHoSoTrungTuyen,SQL_TABLE_VALUED_FUNCTION,2021-09-05 21:55:41.297,2025-04-29 15:57:46.430
Fn_GetKyTuDacBiet,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.860,2023-04-05 23:08:34.680
Fn_GetLastDayInMonth,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.887,2023-04-05 23:08:34.683
Fn_GetLopHocPhanGhiNo,SQL_SCALAR_FUNCTION,2022-08-01 19:16:46.923,2024-10-09 16:16:20.533
Fn_GetLopHocTheoGVCN_CVHT,SQL_TABLE_VALUED_FUNCTION,2023-04-24 17:32:19.233,2023-04-24 17:32:19.237
Fn_GetMaHoSoThiSinhLienKet,SQL_SCALAR_FUNCTION,2018-01-25 14:38:47.910,2023-04-05 23:08:34.683
Fn_GetMaMonHocTuongDuong,SQL_SCALAR_FUNCTION,2019-02-25 14:57:47.600,2025-04-21 15:48:05.100
Fn_GetMaMonHocTuongDuongBoCauHoi,SQL_SCALAR_FUNCTION,2019-02-25 14:57:47.970,2023-04-05 23:08:34.593
Fn_GetMaMonTheoDsID,SQL_SCALAR_FUNCTION,2019-02-25 14:57:47.660,2024-10-09 16:16:20.460
Fn_GetMaTenNSTheoDsID,SQL_SCALAR_FUNCTION,2025-04-29 15:57:46.423,2025-04-29 15:57:46.423
Fn_GetMaxDate,SQL_SCALAR_FUNCTION,2018-01-25 14:38:40.110,2023-04-05 23:08:34.643
Fn_GetMaxEnrollNumber,SQL_SCALAR_FUNCTION,2020-04-06 11:24:20.137,2023-04-05 23:08:34.670
Fn_GetMaxMaSinhVien,SQL_SCALAR_FUNCTION,2018-01-25 14:38:48.060,2023-04-05 23:08:34.683
Fn_GetMaxThuTuLopHocPhan,SQL_SCALAR_FUNCTION,2019-02-25 14:57:44.110,2026-02-25 18:57:36.417
Fn_GetMucHocPhiMienGiam,SQL_SCALAR_FUNCTION,2018-01-25 14:38:48.080,2023-04-05 23:08:34.683
Fn_GetMultiLanguage,SQL_SCALAR_FUNCTION,2025-07-18 16:43:01.587,2025-08-04 16:30:06.443
Fn_GetNamHoc,SQL_SCALAR_FUNCTION,2018-06-13 13:43:00.127,2023-04-05 23:08:34.670
Fn_GetNamThu,SQL_SCALAR_FUNCTION,2020-09-17 09:35:17.420,2023-04-05 23:08:34.687
Fn_GetNamVaoHocSV,SQL_SCALAR_FUNCTION,2018-01-25 14:38:48.103,2023-04-05 23:08:34.683
